Time,Temperature,Humidity,Pressure,VOC,PM1.0,PM2.5,PM10
2022-09-13 10:22:52.101,73.886,49.9287109375,0.9605686374,108,0,0,0
2022-09-13 10:22:57.125,73.886,49.89453125,0.9605062993000001,108,0,0,0
2022-09-13 10:23:02.099,73.868,49.859375,0.9612454123,107,0,0,0
2022-09-13 10:23:07.068,73.85,49.892578125,0.9617378716,106,0,1,1
2022-09-13 10:23:12.108,73.868,50.041015625,0.9610614437,106,0,1,1
2022-09-13 10:23:17.150,73.904,50.5283203125,0.9603533262,106,1,1,1
2022-09-13 10:23:22.099,74.048,50.1416015625,0.9570060757000001,105,1,1,1
2022-09-13 10:23:27.073,74.228,49.97265625,0.9522390436,104,1,1,1
2022-09-13 10:23:32.081,74.444,49.5908203125,0.9470384592000001,103,0,0,0
2022-09-13 10:23:37.096,74.606,49.3056640625,0.9429066818,102,0,0,0
2022-09-13 10:23:42.069,74.768,49.06640625,0.9387552045,102,0,0,0
2022-09-13 10:23:47.074,74.858,48.810546875,0.9366609225,101,0,1,1
2022-09-13 10:23:52.074,74.93,48.64453125,0.9351300734,100,0,0,0
2022-09-13 10:23:57.128,74.984,48.5810546875,0.9334412781,100,0,0,0
2022-09-13 10:24:02.120,75.002,48.185546875,0.9329960446000001,100,0,0,0
2022-09-13 10:24:07.111,75.02,48.333984375,0.9325196614000001,100,0,1,1
2022-09-13 10:24:12.074,75.02,48.3671875,0.932742413,99,0,1,1
2022-09-13 10:24:17.071,75.002,48.35546875,0.9329650876000001,99,0,0,0
2022-09-13 10:24:22.123,75.002,48.376953125,0.9331257325000001,98,0,1,1
2022-09-13 10:24:27.110,75.02,48.2998046875,0.9325506184000001,98,0,1,1
2022-09-13 10:24:32.070,75.038,48.2666015625,0.9322968326000001,97,0,0,0
2022-09-13 10:24:37.069,75.092,48.212890625,0.9306340211,97,0,0,0
2022-09-13 10:24:42.078,75.146,48.1142578125,0.9294464363,98,0,0,0
2022-09-13 10:24:47.137,75.218,48.0625,0.9276165032,98,0,0,0
2022-09-13 10:24:52.078,75.254,48.201171875,0.9265797712,98,0,0,0
2022-09-13 10:24:57.069,75.272,47.9404296875,0.9260072015,98,0,0,0
2022-09-13 10:25:02.069,75.272,47.9404296875,0.9259143304,98,0,0,0
2022-09-13 10:25:07.104,75.326,48.2841796875,0.9248841522000001,98,0,0,0
2022-09-13 10:25:12.128,75.38,47.822265625,0.9236272129,97,0,0,0
2022-09-13 10:25:17.069,75.398,47.7890625,0.9229517487000001,97,0,0,0
2022-09-13 10:25:22.071,75.434,47.84765625,0.9222361908000001,96,0,0,0
2022-09-13 10:25:27.073,75.47,47.4990234375,0.9213340427000001,95,0,0,0
2022-09-13 10:25:32.139,75.542,47.6845703125,0.9194872625,95,0,0,0
2022-09-13 10:25:37.125,75.614,47.5859375,0.9175748288000001,95,0,0,0
2022-09-13 10:25:42.069,75.632,47.451171875,0.9170201086,95,0,0,0
2022-09-13 10:25:47.104,75.632,47.3271484375,0.9168242274,95,0,0,0
2022-09-13 10:25:52.098,75.686,47.466796875,0.9155660159000001,95,0,0,0
2022-09-13 10:25:57.123,75.65,47.509765625,0.9166900675,95,0,0,0
2022-09-13 10:26:02.099,75.614,46.7705078125,0.9173085909,95,0,0,0
2022-09-13 10:26:07.074,75.65,47.3623046875,0.9166283077,95,0,0,0
2022-09-13 10:26:12.068,75.65,47.328125,0.9166900675,95,0,1,1
2022-09-13 10:26:17.095,75.632,47.3271484375,0.9169169057000001,95,0,1,1
2022-09-13 10:26:22.067,75.614,47.3935546875,0.9174821506,94,0,0,0
